timestamp,load_mw,temp_c,humidity,wind_ms,rain_mm,outage,duration_min
2024-01-02 02:00:00,61.72,22.34,71.54,2.26,0.0,0,0
2024-01-02 03:00:00,65.0,20.84,70.98,1.24,0.0,0,0
2024-01-02 04:00:00,73.77,19.38,70.39,3.08,0.0,1,149
2024-01-02 05:00:00,95.11,16.69,78.99,3.17,0.0,0,0
2024-01-02 06:00:00,109.19,17.98,75.79,3.15,0.0,0,0
2024-01-02 07:00:00,132.14,19.05,68.43,0.92,0.0,0,0
2024-01-02 08:00:00,134.69,16.51,70.04,4.75,0.0,0,0
2024-01-02 09:00:00,127.79,20.28,70.2,0.99,0.0,1,47
2024-01-02 10:00:00,115.03,16.47,68.57,0.05,0.0,0,0
2024-01-02 11:00:00,96.94,16.49,55.01,5.71,0.0,0,0
2024-01-02 12:00:00,75.41,19.26,61.93,2.53,0.0,0,0
2024-01-02 13:00:00,63.7,20.53,51.7,6.3,0.0,0,0
2024-01-02 14:00:00,68.15,19.93,50.31,4.97,0.0,0,0
2024-01-02 15:00:00,71.15,24.33,72.19,4.8,0.0,0,0
2024-01-02 16:00:00,91.9,24.53,55.13,1.41,0.0,1,53
2024-01-02 17:00:00,125.03,23.44,53.77,0.09,0.0,1,67
2024-01-02 18:00:00,147.63,27.29,44.61,4.41,0.0,1,41
2024-01-02 19:00:00,155.19,26.82,61.06,3.88,0.0,0,0
2024-01-02 20:00:00,135.15,28.28,48.03,1.73,0.0,1,121
2024-01-02 21:00:00,119.12,26.0,51.26,0.51,0.0,0,0
2024-01-02 22:00:00,81.02,25.3,59.59,9.29,0.0,0,0
2024-01-02 23:00:00,75.14,23.96,54.99,1.32,0.0,0,0
2024-01-03 00:00:00,62.97,20.14,54.88,0.57,0.0,0,0
2024-01-03 01:00:00,51.39,22.89,63.24,1.41,0.0,0,0
2024-01-03 02:00:00,68.88,20.53,67.31,0.22,0.0,0,0
2024-01-03 03:00:00,66.07,20.62,70.38,1.47,0.0,0,0
2024-01-03 04:00:00,85.69,18.77,71.6,9.75,0.0,0,0
2024-01-03 05:00:00,94.77,16.87,73.91,0.38,0.0,0,0
2024-01-03 06:00:00,118.9,18.02,73.15,0.99,0.0,0,0
2024-01-03 07:00:00,126.01,16.17,70.25,1.4,0.0,0,0
2024-01-03 08:00:00,139.65,15.67,74.15,4.17,0.0,0,0
2024-01-03 09:00:00,129.9,18.16,67.18,1.16,0.0,1,150
2024-01-03 10:00:00,114.39,16.61,65.48,3.0,0.0,0,0
2024-01-03 11:00:00,89.95,15.94,68.38,4.7,0.0,0,0
2024-01-03 12:00:00,77.41,17.65,60.38,1.75,0.0,0,0
2024-01-03 13:00:00,63.64,19.97,59.48,2.89,0.0,0,0
2024-01-03 14:00:00,64.86,21.24,52.64,0.27,0.0,0,0
2024-01-03 15:00:00,64.33,21.44,49.34,4.5,0.0,0,0
2024-01-03 16:00:00,91.37,24.76,51.24,0.03,0.0,0,0
2024-01-03 17:00:00,117.07,25.0,52.94,9.82,0.0,0,0
2024-01-03 18:00:00,146.04,26.59,51.12,0.23,0.0,0,0
2024-01-03 19:00:00,155.1,28.54,57.6,1.82,0.0,0,0
2024-01-03 20:00:00,146.74,28.28,62.29,0.97,0.0,1,25
2024-01-03 21:00:00,113.55,26.66,53.68,10.99,0.0,0,0
2024-01-03 22:00:00,88.92,25.85,57.46,7.25,0.0,0,0
2024-01-03 23:00:00,74.44,28.01,55.07,13.09,0.0,0,0
2024-01-04 00:00:00,51.09,24.83,66.19,1.61,0.0,0,0
2024-01-04 01:00:00,56.37,23.56,62.82,4.4,0.0,0,0
2024-01-04 02:00:00,53.09,22.18,67.57,0.78,0.0,0,0
2024-01-04 03:00:00,71.99,20.95,63.33,2.2,0.0,0,0
2024-01-04 04:00:00,83.45,22.09,77.44,6.28,0.0,1,76
2024-01-04 05:00:00,96.52,19.81,64.83,0.44,0.0,1,169
2024-01-04 06:00:00,106.06,15.03,59.8,7.04,0.0,0,0
2024-01-04 07:00:00,120.17,18.65,62.76,5.95,0.0,0,0
2024-01-04 08:00:00,138.19,16.58,68.5,2.04,0.0,0,0
2024-01-04 09:00:00,123.08,16.75,62.37,0.6,0.0,0,0
2024-01-04 10:00:00,111.93,15.33,67.52,0.64,0.0,1,64
2024-01-04 11:00:00,93.55,16.2,59.82,2.1,0.0,0,0
2024-01-04 12:00:00,74.66,19.32,59.44,4.92,0.0,0,0
2024-01-04 13:00:00,64.82,19.58,56.04,2.89,0.0,0,0
2024-01-04 14:00:00,70.46,21.63,57.88,2.15,0.0,0,0
2024-01-04 15:00:00,69.61,22.12,44.9,0.94,0.0,0,0
2024-01-04 16:00:00,85.36,23.38,59.78,4.67,0.0,0,0
2024-01-04 17:00:00,116.09,24.95,57.96,1.7,0.0,1,53
2024-01-04 18:00:00,137.75,28.59,59.55,1.32,0.0,0,0
2024-01-04 19:00:00,155.51,26.82,47.91,0.62,0.0,0,0
2024-01-04 20:00:00,141.07,28.07,47.18,1.58,0.0,0,0
2024-01-04 21:00:00,115.31,26.93,56.71,0.56,0.0,0,0
2024-01-04 22:00:00,88.3,24.69,57.72,4.4,0.0,0,0
2024-01-04 23:00:00,64.53,23.8,57.65,0.37,0.0,0,0
2024-01-05 00:00:00,58.67,24.9,53.94,2.28,0.0,0,0
2024-01-05 01:00:00,54.96,25.06,59.7,0.88,0.0,0,0
2024-01-05 02:00:00,62.58,18.29,61.02,1.29,0.0,0,0
2024-01-05 03:00:00,66.18,20.58,66.29,2.56,0.0,0,0
2024-01-05 04:00:00,77.7,18.27,66.5,0.54,0.0,0,0
2024-01-05 05:00:00,98.08,19.06,68.03,1.49,0.0,0,0
2024-01-05 06:00:00,118.3,14.0,68.24,4.13,0.0,0,0
2024-01-05 07:00:00,128.91,17.45,58.6,7.11,0.0,0,0
2024-01-05 08:00:00,136.15,13.78,74.38,0.45,0.0,0,0
2024-01-05 09:00:00,133.84,16.48,68.31,0.49,0.0,0,0
2024-01-05 10:00:00,109.83,16.91,62.61,4.31,0.0,0,0
2024-01-05 11:00:00,97.29,17.35,57.69,4.79,0.0,0,0
2024-01-05 12:00:00,75.25,20.3,66.78,3.55,0.0,0,0
2024-01-05 13:00:00,68.06,17.78,64.89,1.86,0.0,0,0
2024-01-05 14:00:00,74.46,22.16,58.63,3.58,0.0,0,0
2024-01-05 15:00:00,71.89,26.38,59.66,1.66,0.0,0,0
2024-01-05 16:00:00,88.34,23.52,50.71,12.57,0.0,0,0
2024-01-05 17:00:00,117.87,26.01,48.21,4.87,0.0,0,0
2024-01-05 18:00:00,133.99,25.26,43.52,4.01,0.0,0,0
2024-01-05 19:00:00,153.96,27.43,48.98,2.07,0.0,0,0
2024-01-05 20:00:00,142.62,30.77,56.97,0.04,0.0,0,0
2024-01-05 21:00:00,117.72,27.39,47.4,0.27,0.0,0,0
2024-01-05 22:00:00,88.1,27.22,54.88,0.71,0.0,0,0
2024-01-05 23:00:00,69.15,26.19,54.69,2.5,0.0,0,0
2024-01-06 00:00:00,19.84,26.87,49.63,0.51,0.0,0,0
2024-01-06 01:00:00,30.57,21.44,58.7,3.1,0.0,0,0
2024-01-06 02:00:00,34.21,23.4,71.36,0.08,0.0,0,0
2024-01-06 03:00:00,37.91,19.66,69.52,3.17,0.0,0,0
2024-01-06 04:00:00,51.33,20.07,70.88,5.32,0.0,0,0
2024-01-06 05:00:00,64.91,18.65,68.11,0.04,0.0,0,0
2024-01-06 06:00:00,95.15,16.02,75.25,0.9,0.0,0,0
2024-01-06 07:00:00,96.84,14.28,78.43,2.41,0.0,0,0
2024-01-06 08:00:00,107.82,15.18,70.66,6.09,0.0,0,0
2024-01-06 09:00:00,103.73,15.66,66.79,0.94,0.0,0,0
2024-01-06 10:00:00,90.78,17.06,64.08,12.48,0.0,0,0
2024-01-06 11:00:00,69.38,18.05,57.7,0.96,0.0,0,0
2024-01-06 12:00:00,55.33,19.38,64.91,2.75,0.0,0,0
2024-01-06 13:00:00,43.98,17.69,51.01,2.2,0.0,0,0
2024-01-06 14:00:00,39.68,21.08,47.97,1.02,0.0,0,0
2024-01-06 15:00:00,41.59,22.13,66.09,3.27,0.0,0,0
2024-01-06 16:00:00,63.66,24.14,51.95,2.06,0.0,0,0
2024-01-06 17:00:00,94.72,26.19,59.19,3.5,0.0,0,0
2024-01-06 18:00:00,116.68,28.14,54.86,0.95,0.0,1,178
2024-01-06 19:00:00,129.71,28.73,51.23,6.19,0.0,0,0
2024-01-06 20:00:00,120.49,29.62,55.51,0.86,0.0,0,0
2024-01-06 21:00:00,92.37,28.11,54.29,7.41,0.0,1,47
2024-01-06 22:00:00,66.68,27.14,58.41,5.94,0.0,0,0
2024-01-06 23:00:00,47.08,26.39,55.1,0.78,0.0,0,0
2024-01-07 00:00:00,35.59,24.72,57.8,2.33,0.0,0,0
2024-01-07 01:00:00,35.76,23.95,67.04,0.8,0.0,0,0
2024-01-07 02:00:00,34.68,21.22,72.05,1.96,0.0,0,0
2024-01-07 03:00:00,42.08,19.78,74.34,1.64,0.0,0,0
2024-01-07 04:00:00,55.42,16.98,64.07,1.05,0.0,0,0
2024-01-07 05:00:00,64.11,19.23,68.59,8.69,0.0,0,0
2024-01-07 06:00:00,85.44,17.05,72.46,2.81,0.0,0,0
2024-01-07 07:00:00,104.15,15.27,66.88,4.54,0.0,0,0
2024-01-07 08:00:00,109.33,18.13,65.81,3.57,0.0,0,0
2024-01-07 09:00:00,102.34,16.51,59.49,2.7,0.0,0,0
2024-01-07 10:00:00,88.75,15.88,63.06,6.59,0.0,0,0
2024-01-07 11:00:00,73.31,17.49,58.6,1.4,0.0,0,0
2024-01-07 12:00:00,48.66,18.22,61.12,5.72,0.0,0,0
2024-01-07 13:00:00,38.46,19.71,62.63,3.4,0.0,0,0
2024-01-07 14:00:00,40.73,22.89,60.54,5.7,0.0,0,0
2024-01-07 15:00:00,47.98,25.15,58.78,2.89,0.0,0,0
2024-01-07 16:00:00,64.87,24.75,52.07,1.22,0.0,0,0
2024-01-07 17:00:00,92.76,26.29,56.73,0.02,0.0,0,0
2024-01-07 18:00:00,112.32,25.16,53.73,3.02,0.0,1,102
2024-01-07 19:00:00,131.0,30.16,49.86,3.0,0.0,0,0
2024-01-07 20:00:00,116.46,28.29,56.71,0.21,0.0,0,0
2024-01-07 21:00:00,95.43,25.51,50.13,4.26,0.0,1,230
2024-01-07 22:00:00,62.2,26.36,64.41,0.96,0.0,0,0
2024-01-07 23:00:00,42.82,24.71,60.95,0.26,0.0,0,0
2024-01-08 00:00:00,60.72,25.98,59.5,1.63,0.0,0,0
2024-01-08 01:00:00,63.23,23.48,63.8,6.74,0.0,1,60
2024-01-08 02:00:00,54.48,24.17,64.59,10.34,0.0,0,0
2024-01-08 03:00:00,67.2,21.13,69.92,4.29,0.0,0,0
2024-01-08 04:00:00,78.03,20.06,68.21,0.37,0.0,0,0
2024-01-08 05:00:00,91.23,20.46,69.46,0.2,0.0,0,0
2024-01-08 06:00:00,116.45,15.82,67.77,0.04,0.0,1,68
2024-01-08 07:00:00,119.15,13.83,73.46,3.56,0.0,1,119
2024-01-08 08:00:00,131.13,15.93,68.64,2.89,0.0,0,0
2024-01-08 09:00:00,127.97,16.24,68.11,0.28,0.0,0,0
2024-01-08 10:00:00,109.09,16.38,73.99,4.84,0.0,0,0
2024-01-08 11:00:00,99.57,19.14,62.89,3.7,0.0,0,0
2024-01-08 12:00:00,81.04,19.95,65.25,0.25,0.0,0,0
2024-01-08 13:00:00,72.21,20.74,67.79,2.24,0.0,0,0
2024-01-08 14:00:00,61.28,21.27,53.4,11.17,0.0,0,0
2024-01-08 15:00:00,72.21,22.69,52.81,2.43,0.0,0,0
2024-01-08 16:00:00,88.1,25.18,54.41,0.22,0.0,1,77
2024-01-08 17:00:00,109.1,26.84,53.58,4.07,0.0,0,0
2024-01-08 18:00:00,139.67,27.53,55.24,1.73,0.0,0,0
2024-01-08 19:00:00,162.13,27.54,54.76,0.97,0.0,1,100
2024-01-08 20:00:00,149.16,30.07,48.21,3.77,0.0,0,0
2024-01-08 21:00:00,113.45,26.79,52.8,0.85,0.0,0,0
2024-01-08 22:00:00,90.55,22.92,60.74,0.54,0.0,0,0
2024-01-08 23:00:00,63.35,27.98,55.07,10.5,0.0,0,0
2024-01-09 00:00:00,55.79,23.08,64.98,1.69,0.0,0,0
2024-01-09 01:00:00,62.59,24.83,60.84,0.11,0.0,0,0
2024-01-09 02:00:00,58.2,25.12,66.91,2.64,0.0,0,0
2024-01-09 03:00:00,64.79,20.15,66.71,2.27,0.0,0,0
2024-01-09 04:00:00,80.17,18.88,69.05,0.13,0.0,0,0
2024-01-09 05:00:00,97.61,18.28,74.65,2.01,0.0,0,0
2024-01-09 06:00:00,117.52,15.24,73.06,10.51,0.0,1,61
2024-01-09 07:00:00,136.51,15.92,70.75,3.54,0.0,0,0
2024-01-09 08:00:00,143.01,16.3,73.91,0.09,0.0,0,0
2024-01-09 09:00:00,130.65,17.16,61.36,1.5,0.0,0,0
2024-01-09 10:00:00,114.28,16.71,66.64,6.14,0.0,0,0
2024-01-09 11:00:00,99.71,17.39,67.41,1.19,0.0,0,0
2024-01-09 12:00:00,79.74,18.55,66.88,5.11,0.0,1,48
2024-01-09 13:00:00,62.55,18.29,65.38,1.48,0.0,0,0
2024-01-09 14:00:00,61.33,20.02,63.21,2.9,0.0,0,0
2024-01-09 15:00:00,74.05,23.07,40.43,0.08,0.0,0,0
2024-01-09 16:00:00,82.39,22.53,56.45,2.81,0.0,0,0
2024-01-09 17:00:00,118.15,27.52,54.14,0.84,0.0,0,0
2024-01-09 18:00:00,140.26,26.78,41.54,1.01,0.0,0,0
2024-01-09 19:00:00,155.72,29.88,54.93,3.78,0.0,0,0
2024-01-09 20:00:00,139.32,27.66,54.09,0.6,0.0,0,0
2024-01-09 21:00:00,113.25,28.28,44.96,9.88,0.0,0,0
2024-01-09 22:00:00,88.36,29.24,55.63,9.07,0.0,0,0
2024-01-09 23:00:00,68.73,26.3,53.9,2.83,0.0,0,0
2024-01-10 00:00:00,50.5,23.96,56.41,5.19,0.0,0,0
2024-01-10 01:00:00,53.89,23.97,58.41,2.65,0.0,0,0
2024-01-10 02:00:00,62.03,22.62,64.07,0.07,0.0,0,0
2024-01-10 03:00:00,69.68,23.76,64.28,2.71,0.0,0,0
2024-01-10 04:00:00,74.03,21.46,77.05,3.54,0.0,0,0
2024-01-10 05:00:00,96.22,20.2,67.76,0.27,0.0,0,0
2024-01-10 06:00:00,110.77,15.28,66.75,0.22,0.0,0,0
2024-01-10 07:00:00,129.78,13.87,71.31,2.28,0.0,0,0
2024-01-10 08:00:00,139.91,14.19,77.02,1.88,0.0,1,125
2024-01-10 09:00:00,129.15,17.01,62.47,0.67,0.0,0,0
2024-01-10 10:00:00,113.42,15.7,71.18,3.28,0.0,0,0
2024-01-10 11:00:00,88.35,19.58,63.3,2.21,0.0,0,0
2024-01-10 12:00:00,78.36,19.2,59.24,4.57,0.0,0,0
2024-01-10 13:00:00,63.38,17.69,59.95,1.52,0.0,0,0
2024-01-10 14:00:00,59.36,21.99,59.19,14.54,0.0,0,0
2024-01-10 15:00:00,71.98,23.68,52.43,1.44,0.0,0,0
2024-01-10 16:00:00,90.34,24.74,47.56,0.57,0.0,0,0
2024-01-10 17:00:00,121.03,27.87,52.71,0.43,0.0,0,0
2024-01-10 18:00:00,142.08,27.21,43.44,1.53,0.0,1,49
2024-01-10 19:00:00,155.23,28.59,49.99,1.12,0.0,0,0
2024-01-10 20:00:00,139.49,27.78,45.29,2.9,0.0,0,0
2024-01-10 21:00:00,114.8,30.03,53.67,12.35,0.0,0,0
2024-01-10 22:00:00,85.01,26.74,53.06,2.14,0.0,0,0
2024-01-10 23:00:00,70.28,28.03,62.16,2.25,0.0,0,0
2024-01-11 00:00:00,50.01,24.66,54.15,5.27,0.0,0,0
2024-01-11 01:00:00,54.28,19.67,59.86,2.3,0.0,0,0
2024-01-11 02:00:00,59.43,22.87,65.6,1.82,0.0,0,0
2024-01-11 03:00:00,65.72,19.05,64.85,4.01,0.0,0,0
2024-01-11 04:00:00,71.76,16.58,76.02,6.68,0.0,0,0
2024-01-11 05:00:00,91.26,19.32,66.63,0.88,0.0,0,0
2024-01-11 06:00:00,121.72,15.9,73.71,3.04,0.0,0,0
2024-01-11 07:00:00,128.98,15.07,71.96,2.15,0.0,0,0
2024-01-11 08:00:00,133.54,16.28,61.92,1.29,0.0,0,0
2024-01-11 09:00:00,124.66,17.01,73.0,0.92,0.0,1,163
2024-01-11 10:00:00,110.07,14.67,72.51,0.69,0.0,0,0
2024-01-11 11:00:00,90.27,18.44,73.41,0.13,0.0,0,0
2024-01-11 12:00:00,84.66,19.81,65.36,0.41,0.0,0,0
2024-01-11 13:00:00,66.1,18.88,47.58,1.74,0.0,0,0
2024-01-11 14:00:00,64.48,21.67,53.62,6.54,0.0,0,0
2024-01-11 15:00:00,73.77,23.3,54.34,4.22,0.0,0,0
2024-01-11 16:00:00,87.38,25.99,57.21,0.59,0.0,0,0
2024-01-11 17:00:00,115.9,26.84,47.08,5.11,0.0,0,0
2024-01-11 18:00:00,137.31,27.66,58.51,2.68,0.0,0,0
2024-01-11 19:00:00,155.32,28.93,52.25,3.03,0.0,0,0
2024-01-11 20:00:00,145.16,27.69,47.09,4.83,0.0,0,0
2024-01-11 21:00:00,110.05,26.0,55.15,1.32,0.0,1,215
2024-01-11 22:00:00,84.33,28.17,54.4,1.19,0.0,0,0
2024-01-11 23:00:00,71.42,25.68,66.05,6.52,0.0,0,0
2024-01-12 00:00:00,49.8,22.36,52.37,4.74,0.0,0,0
2024-01-12 01:00:00,54.38,27.39,59.77,2.6,0.0,0,0
2024-01-12 02:00:00,67.74,23.81,70.12,0.94,0.0,0,0
2024-01-12 03:00:00,62.55,20.44,66.22,4.61,0.0,0,0
2024-01-12 04:00:00,77.6,21.22,62.95,1.19,0.0,0,0
2024-01-12 05:00:00,93.61,17.57,77.23,19.22,0.0,0,0
2024-01-12 06:00:00,109.0,19.58,76.11,0.38,0.0,0,0
2024-01-12 07:00:00,127.36,17.84,79.08,0.61,0.0,0,0
2024-01-12 08:00:00,135.56,13.35,70.28,0.9,0.0,0,0
2024-01-12 09:00:00,130.9,15.41,61.22,0.43,0.0,1,88
2024-01-12 10:00:00,120.18,19.3,62.71,4.35,0.0,1,46
2024-01-12 11:00:00,97.04,19.6,62.09,0.91,0.0,0,0
2024-01-12 12:00:00,76.56,19.55,64.57,1.79,0.0,0,0
2024-01-12 13:00:00,66.85,19.33,45.29,1.28,0.0,0,0
2024-01-12 14:00:00,64.15,22.77,47.19,3.94,0.0,0,0
2024-01-12 15:00:00,73.3,21.67,54.4,1.87,0.0,0,0
2024-01-12 16:00:00,81.48,26.75,47.67,5.7,0.0,0,0
2024-01-12 17:00:00,111.71,26.34,52.48,0.21,0.0,0,0
2024-01-12 18:00:00,139.97,27.33,44.64,0.54,0.0,0,0
2024-01-12 19:00:00,156.75,29.15,38.53,3.16,0.0,0,0
2024-01-12 20:00:00,143.33,26.91,50.43,0.16,0.0,0,0
2024-01-12 21:00:00,113.07,26.6,50.52,4.24,0.0,0,0
2024-01-12 22:00:00,88.76,26.82,53.54,12.6,0.0,0,0
2024-01-12 23:00:00,72.07,26.13,56.51,0.33,0.0,0,0
2024-01-13 00:00:00,28.77,26.72,60.57,1.02,0.0,0,0
2024-01-13 01:00:00,39.08,25.17,60.35,7.4,0.0,0,0
2024-01-13 02:00:00,36.43,20.73,61.78,5.84,0.0,0,0
2024-01-13 03:00:00,39.49,19.84,62.3,1.74,0.0,0,0
2024-01-13 04:00:00,52.34,21.12,68.26,12.43,0.0,0,0
2024-01-13 05:00:00,64.69,18.4,68.72,0.53,0.0,1,183
2024-01-13 06:00:00,98.45,17.67,71.63,0.25,0.0,0,0
2024-01-13 07:00:00,106.24,16.46,76.25,3.72,0.0,0,0
2024-01-13 08:00:00,102.18,12.82,65.62,2.04,0.0,0,0
2024-01-13 09:00:00,107.82,17.47,69.8,0.32,0.0,0,0
2024-01-13 10:00:00,86.45,19.23,63.39,3.16,0.0,0,0
2024-01-13 11:00:00,73.95,18.36,62.47,3.02,0.0,0,0
2024-01-13 12:00:00,49.3,18.3,61.01,0.58,0.0,0,0
2024-01-13 13:00:00,44.03,21.75,50.68,3.55,0.0,0,0
2024-01-13 14:00:00,39.39,22.77,55.9,6.15,0.0,0,0
2024-01-13 15:00:00,47.79,24.17,51.72,3.33,0.0,0,0
2024-01-13 16:00:00,63.54,26.66,50.74,2.37,0.0,0,0
2024-01-13 17:00:00,90.52,25.44,49.89,4.04,0.0,0,0
2024-01-13 18:00:00,119.96,27.97,48.7,4.21,0.0,0,0
2024-01-13 19:00:00,127.9,28.35,59.53,0.3,0.0,0,0
2024-01-13 20:00:00,117.07,26.42,46.0,4.08,0.0,0,0
2024-01-13 21:00:00,94.25,27.64,52.08,4.75,0.0,0,0
2024-01-13 22:00:00,60.6,27.3,60.81,0.2,0.0,0,0
2024-01-13 23:00:00,48.19,27.71,59.92,6.34,0.0,0,0
2024-01-14 00:00:00,41.23,24.02,50.85,4.46,0.0,0,0
2024-01-14 01:00:00,32.51,25.97,69.16,2.69,0.0,0,0
2024-01-14 02:00:00,37.62,21.63,60.78,2.01,0.0,0,0
2024-01-14 03:00:00,41.4,20.51,75.55,3.02,0.0,0,0
2024-01-14 04:00:00,51.51,18.08,68.48,0.45,0.0,0,0
2024-01-14 05:00:00,60.67,15.5,73.46,0.7,0.0,1,90
2024-01-14 06:00:00,86.86,15.68,71.6,2.16,0.0,0,0
2024-01-14 07:00:00,103.21,17.21,70.73,0.36,0.0,0,0
2024-01-14 08:00:00,114.3,16.03,78.17,14.81,0.0,1,58
2024-01-14 09:00:00,97.79,13.5,59.15,7.15,0.0,0,0
2024-01-14 10:00:00,94.22,16.08,65.73,0.89,0.0,0,0
2024-01-14 11:00:00,66.51,17.35,58.13,1.83,0.0,0,0
2024-01-14 12:00:00,51.23,18.8,60.38,0.25,0.0,0,0
2024-01-14 13:00:00,41.26,18.81,64.47,2.7,0.0,0,0
2024-01-14 14:00:00,41.92,21.08,56.81,6.98,0.0,0,0
2024-01-14 15:00:00,42.14,23.5,51.89,1.05,0.0,1,67
2024-01-14 16:00:00,63.58,23.46,57.67,3.17,0.0,0,0
2024-01-14 17:00:00,88.19,28.91,44.37,1.1,0.0,0,0
2024-01-14 18:00:00,123.85,26.82,51.44,7.45,0.0,0,0
2024-01-14 19:00:00,133.18,25.17,56.86,3.67,0.0,0,0
2024-01-14 20:00:00,113.89,27.38,45.81,6.62,0.0,0,0
2024-01-14 21:00:00,95.89,29.89,50.12,1.58,0.0,0,0
2024-01-14 22:00:00,66.32,29.62,48.83,13.28,0.0,0,0
2024-01-14 23:00:00,40.3,26.88,55.04,2.11,0.0,0,0
2024-01-15 00:00:00,53.73,24.84,59.56,0.52,0.0,1,77
2024-01-15 01:00:00,62.98,24.39,61.11,0.37,0.0,0,0
2024-01-15 02:00:00,60.41,23.76,66.85,12.41,0.0,0,0
2024-01-15 03:00:00,59.88,18.66,67.79,2.42,0.0,0,0
2024-01-15 04:00:00,78.24,16.3,65.95,0.9,0.0,0,0
2024-01-15 05:00:00,90.48,14.79,73.4,2.61,0.0,0,0
2024-01-15 06:00:00,108.66,13.01,68.57,15.27,0.0,0,0
2024-01-15 07:00:00,132.45,14.36,72.14,1.51,0.0,0,0
2024-01-15 08:00:00,132.73,16.38,71.0,2.29,0.0,0,0
2024-01-15 09:00:00,129.97,17.14,65.22,8.65,0.0,0,0
2024-01-15 10:00:00,108.41,18.49,64.74,2.67,0.0,0,0
2024-01-15 11:00:00,90.6,16.86,69.46,2.15,0.0,0,0
2024-01-15 12:00:00,76.38,18.92,61.43,5.27,0.0,0,0
2024-01-15 13:00:00,72.91,20.15,56.66,5.77,0.0,0,0
2024-01-15 14:00:00,63.07,22.89,40.3,2.96,0.0,0,0
2024-01-15 15:00:00,69.16,22.39,54.96,1.07,0.0,0,0
2024-01-15 16:00:00,85.82,26.43,53.91,1.05,0.0,0,0
2024-01-15 17:00:00,118.64,27.44,54.11,3.22,0.0,0,0
2024-01-15 18:00:00,145.08,27.16,45.59,0.24,0.0,1,33
2024-01-15 19:00:00,151.84,27.33,40.87,0.24,0.0,0,0
2024-01-15 20:00:00,145.89,29.41,43.3,0.79,0.0,0,0
2024-01-15 21:00:00,118.97,27.5,51.61,0.77,0.0,0,0
2024-01-15 22:00:00,87.7,27.61,61.8,0.39,0.0,0,0
2024-01-15 23:00:00,56.46,26.52,66.41,0.22,0.0,0,0
2024-01-16 00:00:00,58.71,23.54,62.38,2.41,0.0,0,0
2024-01-16 01:00:00,58.16,22.79,62.46,1.0,0.0,0,0
2024-01-16 02:00:00,57.39,22.23,60.89,0.0,0.0,0,0
2024-01-16 03:00:00,64.52,20.68,71.2,1.14,0.0,0,0
2024-01-16 04:00:00,71.86,17.77,66.28,4.67,0.0,0,0
2024-01-16 05:00:00,97.34,17.55,71.61,0.28,0.0,0,0
2024-01-16 06:00:00,103.34,16.6,77.11,0.01,0.0,0,0
2024-01-16 07:00:00,132.71,18.06,70.1,1.06,0.0,1,130
2024-01-16 08:00:00,139.82,15.79,66.41,9.43,0.0,0,0
2024-01-16 09:00:00,128.92,15.38,60.97,1.39,0.0,0,0
2024-01-16 10:00:00,111.82,17.74,59.31,1.92,0.0,0,0
2024-01-16 11:00:00,95.43,15.43,66.68,0.44,0.0,0,0
2024-01-16 12:00:00,80.7,17.22,68.21,3.75,0.0,0,0
2024-01-16 13:00:00,66.34,19.63,56.6,0.35,0.0,0,0
2024-01-16 14:00:00,64.36,21.66,50.03,2.04,0.0,0,0
2024-01-16 15:00:00,60.48,23.52,51.61,9.93,0.0,0,0
